가입연도,가입당시연령,계약자 소재지(시군구),면적,지목,월지급금(원)
2024,70대,경상북도 의성군 점곡면 송내리,7763,답,2016750
2024,60대,경상북도 의성군 점곡면 윤암리,9824,"답,전",1101970
2024,60대,경상북도 의성군 점곡면 윤암리,4918,과수원,691030
2021,60대,경상북도 의성군 춘산면 금천리,4142,전,420400
2021,60대,경상북도 의성군 춘산면 금천리,4519,전,269780
2023,60대,경상북도 의성군 춘산면 사미리,2886,"답,전",595620
2023,70대,경상북도 의성군 춘산면 사미리,4912,전,1883020
2024,60대,경상북도 청도군 각남면 구곡리,7227,답,1644960
2025,60대,경상북도 청도군 각남면 구곡리,2578,답,675810
2016,60대,경상북도 청도군 각남면 녹명리,350,답,19370
2016,70대,경상북도 청도군 각남면 사리,495,답,30670
2017,70대,경상북도 청도군 각남면 사리,1022,전,101610
2012,70대,경상북도 청도군 각남면 신당리,659,전,44010
2024,80대,경상북도 청도군 각남면 신당리,2344,답,730540
2024,70대,경상북도 청도군 각남면 신당리,2099,답,680800
2021,80대,경상북도 청도군 각남면 예리리,6097,"과수원,답,전",1414010
2015,70대,경상북도 청도군 각남면 옥산리,126,전,19880
2024,60대,경상북도 청도군 각남면 화리,2208,과수원,510150
2024,60대,경상북도 청도군 각남면 화리,2433,과수원,562140
2016,70대,경상북도 청도군 각북면 금천리,294,전,26990
2018,70대,경상북도 청도군 각북면 금천리,1008,과수원,461140
2018,70대,경상북도 청도군 각북면 금천리,1145,과수원,523820
2012,70대,경상북도 청도군 각북면 남산리,146,전,14860
2018,70대,경상북도 청도군 각북면 남산리,1327,답,1177540
2024,90대,경상북도 청도군 각북면 남산리,5151,"과수원,전",3000000
2022,60대,경상북도 청도군 각북면 삼평리,2244,답,445100
2023,70대,경상북도 청도군 각북면 삼평리,3079,답,1121090
2012,70대,경상북도 청도군 각북면 오산리,347,전,20600
2015,60대,경상북도 청도군 각북면 오산리,5536,"과수원,전",1316550
2021,70대,경상북도 청도군 각북면 오산리,2971,답,3000000
2016,70대,경상북도 청도군 각북면 지슬리,2306,"답,전",640290
2020,70대,경상북도 청도군 금천면 동곡리,4066,전,2364190
2020,70대,경상북도 청도군 금천면 동곡리,1045,전,635810
2024,60대,경상북도 청도군 금천면 동곡리,2428,"과수원,전",936970
2025,60대,경상북도 청도군 금천면 동곡리,1436,답,399590
2020,70대,경상북도 청도군 금천면 방지리,4470,"과수원,전",545970
2020,70대,경상북도 청도군 금천면 방지리,3176,전,569440
2022,70대,경상북도 청도군 금천면 방지리,9300,과수원,3000000
2022,60대,경상북도 청도군 금천면 사전리,2118,전,229920
2022,60대,경상북도 청도군 금천면 사전리,2118,"답,전",229920
2024,60대,경상북도 청도군 금천면 신지리,4191,과수원,1065790
2020,60대,경상북도 청도군 금천면 오봉리,2889,답,1094520
2023,70대,경상북도 청도군 금천면 오봉리,1681,"답,전",1076050
2024,70대,경상북도 청도군 금천면 오봉리,5541,전,1905480
2024,70대,경상북도 청도군 금천면 오봉리,5084,"과수원,답",2373280
2019,60대,경상북도 청도군 매전면 온막리,1296,답,189950
2019,60대,경상북도 청도군 매전면 온막리,1428,답,463990
2019,60대,경상북도 청도군 매전면 온막리,1961,답,214110
2019,60대,경상북도 청도군 매전면 온막리,1256,전,453940
2019,60대,경상북도 청도군 매전면 온막리,1564,답,170310
2019,60대,경상북도 청도군 매전면 온막리,3151,답,343130
2019,60대,경상북도 청도군 매전면 온막리,2989,답,320550
2019,60대,경상북도 청도군 매전면 온막리,2406,답,255260
2019,70대,경상북도 청도군 매전면 용산리,1540,전,505050
2019,80대,경상북도 청도군 운문면 봉하리,1699,답,869310
2019,80대,경상북도 청도군 운문면 봉하리,1953,답,869090
2019,80대,경상북도 청도군 운문면 봉하리,538,전,272610
2019,80대,경상북도 청도군 운문면 봉하리,1953,답,409930
2019,80대,경상북도 청도군 운문면 봉하리,538,전,135040
2024,80대,경상북도 청도군 운문면 신원리,2264,답,2822700
2025,70대,경상북도 청도군 운문면 신원리,888,답,2016150
2023,60대,경상북도 청도군 운문면 오진리,1793,답,355900
2024,60대,경상북도 청도군 운문면 정상리,2332,답,346520
2024,60대,경상북도 청도군 이서면 가금리,5169,"과수원,답",1442360
2018,70대,경상북도 청도군 이서면 고철리,3301,답,1517280
2024,70대,경상북도 청도군 이서면 고철리,2759,"답,전",956410
2018,70대,경상북도 청도군 이서면 금촌리,724,답,290140
2018,70대,경상북도 청도군 이서면 금촌리,2671,답,1070410
2018,70대,경상북도 청도군 이서면 금촌리,1547,답,661290
2018,70대,경상북도 청도군 이서면 금촌리,433,답,216900
2019,70대,경상북도 청도군 이서면 금촌리,1038,답,370000
2019,80대,경상북도 청도군 이서면 금촌리,227,답,134850
2019,80대,경상북도 청도군 이서면 금촌리,1410,답,1443820
2014,70대,경상북도 청도군 이서면 대곡리,1835,답,108250
2014,70대,경상북도 청도군 이서면 대곡리,4260,답,425030
2018,60대,경상북도 청도군 이서면 대곡리,1406,답,189430
2022,70대,경상북도 청도군 이서면 대곡리,3626,"과수원,답,전",2566470
2023,80대,경상북도 청도군 이서면 대곡리,4987,답,2720680
2024,70대,경상북도 청도군 이서면 대전리,1631,답,911240
2025,60대,경상북도 청도군 이서면 대전리,1950,답,626010
2012,60대,경상북도 청도군 이서면 수야리,90,답,43350
2012,60대,경상북도 청도군 이서면 수야리,423,답,15760
2023,90대,경상북도 청도군 이서면 수야리,1913,"답,전",531450
2025,70대,경상북도 청도군 이서면 수야리,6477,"과수원,답,전",2977120
2024,60대,경상북도 청도군 이서면 신촌리,12644,"답,전",2777910
2021,70대,경상북도 청도군 이서면 양원리,999,전,298390
2021,70대,경상북도 청도군 이서면 양원리,2724,전,747040
2022,70대,경상북도 청도군 이서면 칠곡리,5213,"과수원,답,전",1837820
2019,70대,경상북도 청도군 이서면 팔조리,1400,답,997330
2020,70대,경상북도 청도군 이서면 팔조리,832,전,490950
2020,70대,경상북도 청도군 이서면 팔조리,5715,답,1365000
2017,70대,경상북도 청도군 이서면 학산리,8279,"과수원,전",3000000
2023,70대,경상북도 청도군 이서면 학산리,4176,과수원,3000000
2023,60대,경상북도 청도군 이서면 학산리,4764,과수원,2138680
2019,70대,경상북도 청도군 청도읍 고수리,1486,과수원,457570
2022,60대,경상북도 청도군 청도읍 고수리,4611,답,725260
2022,60대,경상북도 청도군 청도읍 고수리,1587,답,870580
2022,60대,경상북도 청도군 청도읍 고수리,2516,전,395750
2024,60대,경상북도 청도군 청도읍 고수리,5984,답,2439060
2024,60대,경상북도 청도군 청도읍 고수리,2502,전,679980
2016,70대,경상북도 청도군 청도읍 구미리,284,전,27360
2017,80대,경상북도 청도군 청도읍 구미리,1422,전,1290300
2024,70대,경상북도 청도군 청도읍 덕암리,1220,답,361860
2015,60대,경상북도 청도군 청도읍 부야리,460,답,32820
2019,70대,경상북도 청도군 청도읍 사촌리,832,전,384310
2019,70대,경상북도 청도군 청도읍 사촌리,572,전,252830
2019,70대,경상북도 청도군 청도읍 사촌리,2975,전,1314980
2015,60대,경상북도 청도군 청도읍 안인리,985,전,78930
2016,60대,경상북도 청도군 청도읍 운산리,547,답,46390
2025,70대,경상북도 청도군 청도읍 운산리,1531,전,339170
2025,70대,경상북도 청도군 청도읍 운산리,1570,답,347810
2019,80대,경상북도 청도군 청도읍 월곡리,1284,"답,전",300820
2023,70대,경상북도 청도군 풍각면 봉기리,2414,답,576000
2021,70대,경상북도 청도군 풍각면 송서리,2041,답,843110
2025,70대,경상북도 청도군 풍각면 송서리,3356,과수원,511350
2022,60대,경상북도 청도군 풍각면 안산리,3154,과수원,1013110
2021,70대,경상북도 청도군 풍각면 흑석리,2265,답,508340
2023,70대,경상북도 청도군 풍각면 흑석리,3207,답,1353720
2013,70대,경상북도 청도군 화양읍,5160,답,548100
2025,80대,경상북도 청도군 화양읍 고평리,1409,답,3000000
2025,80대,경상북도 청도군 화양읍 고평리,1002,답,3000000
2021,60대,경상북도 청도군 화양읍 범곡리,3511,전,2422990
2024,70대,경상북도 청도군 화양읍 범곡리,2787,"과수원,전",1101130
2015,80대,경상북도 청도군 화양읍 삼신리,569,답,99500
2016,60대,경상북도 청도군 화양읍 삼신리,426,전,51760
2021,70대,경상북도 청도군 화양읍 삼신리,605,전,363940
2023,70대,경상북도 청도군 화양읍 삼신리,1524,답,1050530
2021,60대,경상북도 청도군 화양읍 송금리,2192,답,754810
2024,60대,경상북도 청도군 화양읍 유등리,1175,전,1436550
2024,70대,경상북도 청도군 화양읍 합천리,1041,답,575420
2024,70대,경상북도 청도군 화양읍 합천리,1662,과수원,1270670
2025,70대,경상북도 청도군 화양읍 합천리,2413,답,1262220
2011,60대,경상북도 청송군 부남면 감연리,2472,답,123500
2013,70대,경상북도 청송군 부남면 감연리,1785,답,49890
2017,70대,경상북도 청송군 부남면 구천리,7349,전,926780
2019,70대,경상북도 청송군 부남면 구천리,5767,과수원,547210
2019,70대,경상북도 청송군 부남면 구천리,8205,과수원,639250
2019,70대,경상북도 청송군 부남면 구천리,2532,전,313840
2019,80대,경상북도 청송군 부남면 구천리,2307,답,949350
2020,70대,경상북도 청송군 부남면 구천리,12464,전,1029050
2021,70대,경상북도 청송군 부남면 구천리,10927,"과수원,전",1030830
2023,70대,경상북도 청송군 부남면 구천리,16000,"과수원,전",2444050
2020,70대,경상북도 청송군 부남면 대전리,2935,답,350260
2021,60대,경상북도 청송군 부남면 양숙리,10277,"과수원,답,전",862610
2022,70대,경상북도 청송군 부남면 양숙리,14991,과수원,2166580
2022,60대,경상북도 청송군 부남면 양숙리,8802,"답,전",781200
2022,60대,경상북도 청송군 부남면 양숙리,3166,전,284810
2017,70대,경상북도 청송군 부남면 이현리,14809,"과수원,답",3000000
2021,70대,경상북도 청송군 부남면 중기리,1761,답,447710
2024,80대,경상북도 청송군 부남면 중기리,8699,과수원,1903650
2019,60대,경상북도 청송군 부남면 홍원리,11172,전,694280
2021,60대,경상북도 청송군 부남면 홍원리,1344,전,71910
2022,80대,경상북도 청송군 부남면 홍원리,3193,답,568600
2022,80대,경상북도 청송군 부남면 홍원리,3193,답,568600
2019,80대,경상북도 청송군 부남면 화장리,7779,"답,전",1678830
2019,60대,경상북도 청송군 부남면 화장리,5731,전,321410
2020,60대,경상북도 청송군 부남면 화장리,4005,답,380460
2020,60대,경상북도 청송군 부남면 화장리,2088,전,196140
2022,60대,경상북도 청송군 안덕면 감은리,13150,"과수원,답,전",781380
2022,70대,경상북도 청송군 안덕면 감은리,9838,과수원,1624350
2022,70대,경상북도 청송군 안덕면 감은리,12101,과수원,1179040
2023,80대,경상북도 청송군 안덕면 고와리,3576,전,1867140
2023,70대,경상북도 청송군 안덕면 근곡리,5328,"답,전",384420
2024,70대,경상북도 청송군 안덕면 근곡리,9151,과수원,1386860
2017,60대,경상북도 청송군 안덕면 덕성리,1510,"답,전",109910
2022,60대,경상북도 청송군 안덕면 덕성리,13878,과수원,1438720
2022,70대,경상북도 청송군 안덕면 덕성리,6791,"과수원,전",1111480
2022,70대,경상북도 청송군 안덕면 덕성리,2637,답,500320
2022,70대,경상북도 청송군 안덕면 덕성리,2152,답,396450
2022,70대,경상북도 청송군 안덕면 덕성리,351,과수원,59410
2023,60대,경상북도 청송군 안덕면 덕성리,7747,"과수원,답,전",893230
2023,70대,경상북도 청송군 안덕면 덕성리,8571,"과수원,답",1423900
2024,60대,경상북도 청송군 안덕면 덕성리,13878,과수원,1409210
2025,80대,경상북도 청송군 안덕면 덕성리,7834,과수원,1248750
2025,60대,경상북도 청송군 안덕면 덕성리,13294,답,3000000
2016,80대,경상북도 청송군 안덕면 명당리,3618,답,429110
2017,60대,경상북도 청송군 안덕면 명당리,4359,전,353050
2023,80대,경상북도 청송군 안덕면 명당리,9912,과수원,1514340
2023,80대,경상북도 청송군 안덕면 명당리,8538,과수원,1485660
2023,70대,경상북도 청송군 안덕면 명당리,4805,과수원,1152150
2024,70대,경상북도 청송군 안덕면 명당리,14335,과수원,1972250
2021,70대,경상북도 청송군 안덕면 복리,4949,과수원,381600
2024,60대,경상북도 청송군 안덕면 복리,23231,"과수원,답",3000000
2017,80대,경상북도 청송군 안덕면 성재리,3690,전,931380
2018,60대,경상북도 청송군 안덕면 성재리,3575,과수원,328020
2020,70대,경상북도 청송군 안덕면 신성리,15675,"과수원,답,전",2526880
2021,60대,경상북도 청송군 안덕면 장전리,2180,답,774070
2021,70대,경상북도 청송군 안덕면 장전리,4315,답,429480
2023,60대,경상북도 청송군 안덕면 장전리,6934,과수원,1114660
2019,70대,경상북도 청송군 안덕면 지소리,4205,과수원,429060
2019,70대,경상북도 청송군 안덕면 지소리,3279,전,544100
2019,70대,경상북도 청송군 안덕면 지소리,5944,전,1457090
2021,60대,경상북도 청송군 안덕면 지소리,18670,"과수원,전",3000000
2023,70대,경상북도 청송군 안덕면 지소리,6237,"과수원,답",1686330
2023,70대,경상북도 청송군 안덕면 지소리,4597,과수원,917640
2023,60대,경상북도 청송군 안덕면 지소리,4809,전,825500
2023,60대,경상북도 청송군 안덕면 지소리,9624,과수원,1881730
2023,60대,경상북도 청송군 주왕산면 주산지리,7501,과수원,628650
2022,60대,경상북도 청송군 주왕산면 지리,11243,"과수원,전",813580
2023,60대,경상북도 청송군 주왕산면 지리,2823,답,239440
2013,60대,경상북도 청송군 진보면,10176,"답,전",705640
2012,70대,경상북도 청송군 진보면 각산리,1121,전,48660
2012,70대,경상북도 청송군 진보면 각산리,1963,답,196110
2014,80대,경상북도 청송군 진보면 각산리,2000,답,420660
2015,70대,경상북도 청송군 진보면 각산리,3914,답,481780
2014,60대,경상북도 청송군 진보면 고현리,2770,답,63460
2014,70대,경상북도 청송군 진보면 고현리,2906,전,53430
2025,70대,경상북도 청송군 진보면 고현리,9973,전,2401690
2019,70대,경상북도 청송군 진보면 괴정리,4126,전,298070
2023,70대,경상북도 청송군 진보면 괴정리,3876,전,824240
2012,60대,경상북도 청송군 진보면 부곡리,7883,답,289460
2017,70대,경상북도 청송군 진보면 시량리,11712,전,1242120
2019,60대,경상북도 청송군 진보면 시량리,6367,"답,전",699990
2022,70대,경상북도 청송군 진보면 시량리,8628,전,902270
2019,60대,경상북도 청송군 진보면 신촌리,1469,답,255380
2015,60대,경상북도 청송군 진보면 월전리,2434,답,118850
2021,70대,경상북도 청송군 진보면 월전리,11695,"과수원,전",1295800
2021,70대,경상북도 청송군 진보면 월전리,8463,과수원,865690
2024,60대,경상북도 청송군 진보면 월전리,1904,전,247210
2025,60대,경상북도 청송군 진보면 월전리,3217,전,383060
2014,60대,경상북도 청송군 진보면 이촌리,2221,답,87350
2018,70대,경상북도 청송군 진보면 이촌리,2221,답,186080
2025,60대,경상북도 청송군 진보면 이촌리,12107,전,1592590
2014,70대,경상북도 청송군 진보면 진안리,10063,전,821050
2015,60대,경상북도 청송군 진보면 진안리,11909,"답,전",585320
2024,80대,경상북도 청송군 진보면 후평리,11856,전,1953940
2013,60대,경상북도 청송군 청송읍,3107,과수원,6670
2016,70대,경상북도 청송군 청송읍 거대리,2218,전,65090
2018,70대,경상북도 청송군 청송읍 거대리,2218,전,120000
2019,70대,경상북도 청송군 청송읍 거대리,1425,전,112750
2019,70대,경상북도 청송군 청송읍 거대리,1147,전,167480
2020,80대,경상북도 청송군 청송읍 거대리,1425,전,209110
2020,80대,경상북도 청송군 청송읍 거대리,2218,전,129740
2016,70대,경상북도 청송군 청송읍 금곡리,2926,과수원,147740
2016,70대,경상북도 청송군 청송읍 금곡리,1855,전,68680
2016,70대,경상북도 청송군 청송읍 금곡리,2431,전,81340
2016,70대,경상북도 청송군 청송읍 금곡리,2119,답,71150
2016,70대,경상북도 청송군 청송읍 금곡리,1727,답,75640
2016,70대,경상북도 청송군 청송읍 금곡리,1851,답,59690
2017,70대,경상북도 청송군 청송읍 금곡리,1466,답,94860
2018,70대,경상북도 청송군 청송읍 금곡리,2926,과수원,199740
2018,70대,경상북도 청송군 청송읍 금곡리,1683,전,223380
2018,70대,경상북도 청송군 청송읍 금곡리,1851,답,105930
2018,70대,경상북도 청송군 청송읍 금곡리,1855,전,99010
2019,70대,경상북도 청송군 청송읍 금곡리,2926,과수원,284010
2019,70대,경상북도 청송군 청송읍 금곡리,1851,답,163500
2019,70대,경상북도 청송군 청송읍 금곡리,1855,전,191730
2019,70대,경상북도 청송군 청송읍 금곡리,1683,전,343370
2020,70대,경상북도 청송군 청송읍 금곡리,3746,과수원,649370
2020,80대,경상북도 청송군 청송읍 금곡리,1855,전,107390
2020,70대,경상북도 청송군 청송읍 금곡리,2926,과수원,214200
2020,70대,경상북도 청송군 청송읍 금곡리,1683,전,258970
2020,70대,경상북도 청송군 청송읍 금곡리,1851,답,118970
2021,60대,경상북도 청송군 청송읍 금곡리,2053,답,589640
2022,70대,경상북도 청송군 청송읍 금곡리,3328,과수원,314870
2022,70대,경상북도 청송군 청송읍 금곡리,281,전,317550
2017,70대,경상북도 청송군 청송읍 덕리,3959,전,824290
2016,70대,경상북도 청송군 청송읍 부곡리,8463,전,357700
2018,70대,경상북도 청송군 청송읍 부곡리,8463,전,492460
2019,60대,경상북도 청송군 청송읍 부곡리,9214,"답,전",361670
2019,70대,경상북도 청송군 청송읍 부곡리,8463,전,774970
2020,70대,경상북도 청송군 청송읍 부곡리,8463,전,572560
2018,70대,경상북도 청송군 청송읍 송생리,6111,"답,전",982660
2016,70대,경상북도 청송군 청송읍 월막리,1822,답,72320
2017,60대,경상북도 청송군 청송읍 월막리,1855,답,109460
2015,70대,경상북도 청송군 청송읍 청운리,2468,답,129110
2021,60대,경상북도 청송군 파천면 관리,5646,전,588900
2019,60대,경상북도 청송군 파천면 덕천리,1319,답,41720
2017,70대,경상북도 청송군 파천면 송강리,1937,전,237510
2024,60대,경상북도 청송군 파천면 송강리,4485,전,231370
2017,70대,경상북도 청송군 파천면 신흥리,1554,과수원,229000
2021,60대,경상북도 청송군 파천면 신흥리,2470,전,164910
2011,70대,경상북도 청송군 파천면 어천리,5868,전,169840
2024,80대,경상북도 청송군 파천면 중평리,3432,전,510180
2024,80대,경상북도 청송군 파천면 중평리,2877,전,325090
2018,60대,경상북도 청송군 현동면 개일리,11151,전,799940
2018,60대,경상북도 청송군 현동면 개일리,3244,답,248310
2015,70대,경상북도 청송군 현동면 거성리,4133,"답,전",208750
2017,70대,경상북도 청송군 현동면 거성리,7027,답,1559090
2018,70대,경상북도 청송군 현동면 거성리,7527,과수원,670980
2025,60대,경상북도 청송군 현동면 도평리,7812,전,714430
2025,60대,경상북도 청송군 현동면 도평리,15847,"답,전",2278130
2018,70대,경상북도 청송군 현동면 월매리,5466,답,577760
2019,80대,경상북도 청송군 현동면 창양리,11646,"과수원,답,전",1667810
2021,60대,경상북도 청송군 현동면 창양리,1815,답,271170
2024,60대,경상북도 청송군 현동면 창양리,8582,"답,전",512970
2024,70대,경상북도 청송군 현서면 갈천리,3025,과수원,378190
2021,80대,경상북도 청송군 현서면 구산리,5100,과수원,1153560
2024,60대,경상북도 청송군 현서면 구산리,6047,과수원,926110
2017,60대,경상북도 청송군 현서면 두현리,2762,"답,전",240310
2020,70대,경상북도 청송군 현서면 두현리,2070,답,221010
2020,70대,경상북도 청송군 현서면 두현리,1560,전,133250
2022,60대,경상북도 청송군 현서면 두현리,5859,전,264500
2022,60대,경상북도 청송군 현서면 두현리,10039,과수원,1033640
2022,70대,경상북도 청송군 현서면 두현리,2070,답,240960
2023,60대,경상북도 청송군 현서면 모계리,12003,"과수원,답",1037480
2021,60대,경상북도 청송군 현서면 월정리,5877,전,397010
2022,80대,경상북도 청송군 현서면 월정리,9066,과수원,768550
2022,70대,경상북도 칠곡군 가산면 가산리,2729,전,3000000
2024,60대,경상북도 칠곡군 가산면 금화리,2217,답,1288190
2024,60대,경상북도 칠곡군 가산면 금화리,1983,전,1219030
2024,60대,경상북도 칠곡군 가산면 금화리,1719,답,733940
2019,70대,경상북도 칠곡군 가산면 송학리,653,전,325010
2018,70대,경상북도 칠곡군 가산면 송학리,1882,답,938890
2020,70대,경상북도 칠곡군 가산면 심곡리,3583,답,1005190
2017,70대,경상북도 칠곡군 가산면 용수리,2908,과수원,1393880
2024,60대,경상북도 칠곡군 가산면 응추리,2193,전,1762350
2023,80대,경상북도 칠곡군 가산면 학산리,2648,전,2381050
2024,70대,경상북도 칠곡군 가산면 학산리,5740,전,3000000
2020,80대,경상북도 칠곡군 가산면 학상리,744,전,413270
2020,80대,경상북도 칠곡군 가산면 학상리,2128,전,961940
2020,80대,경상북도 칠곡군 가산면 학상리,2126,전,961040
2025,60대,경상북도 칠곡군 가산면 학하리,4357,답,3000000
2014,70대,경상북도 칠곡군 기산면 각산리,1412,답,133180
2014,70대,경상북도 칠곡군 기산면 각산리,2831,답,446370
2020,80대,경상북도 칠곡군 기산면 노석리,2407,전,666860
2024,70대,경상북도 칠곡군 기산면 봉산리,4644,답,1405660
2024,70대,경상북도 칠곡군 기산면 죽전리,2876,전,2898140
2017,80대,경상북도 칠곡군 기산면 죽전리,6074,"답,전",1802330
2024,60대,경상북도 칠곡군 기산면 평복리,5242,"과수원,답",2168540
2025,70대,경상북도 칠곡군 기산면 행정리,7385,답,3000000
2023,70대,경상북도 칠곡군 동명면 가천리,4207,답,1154180
2023,70대,경상북도 칠곡군 동명면 구덕리,2059,답,806660
2024,80대,경상북도 칠곡군 동명면 금암리,2436,답,2426180
2025,70대,경상북도 칠곡군 동명면 금암리,2329,답,2247350
2025,70대,경상북도 칠곡군 동명면 기성리,470,답,1140260
2017,70대,경상북도 칠곡군 동명면 기성리,3044,전,1200560
2022,60대,경상북도 칠곡군 동명면 남원리,2089,전,614920
2023,60대,경상북도 칠곡군 동명면 남원리,2403,답,2117590
2025,70대,경상북도 칠곡군 동명면 남원리,1672,답,2722990
2025,60대,경상북도 칠곡군 동명면 남원리,2605,답,3000000
2020,80대,경상북도 칠곡군 동명면 득명리,1289,답,2662460
2022,60대,경상북도 칠곡군 동명면 송산리,3954,"답,전",1317330
2024,70대,경상북도 칠곡군 동명면 송산리,1001,답,1658840
2024,70대,경상북도 칠곡군 동명면 송산리,2705,"답,전",3000000
2024,70대,경상북도 칠곡군 동명면 송산리,1643,답,2607110
2025,70대,경상북도 칠곡군 동명면 송산리,2168,답,2688750
2025,80대,경상북도 칠곡군 동명면 송산리,217,답,345130
2025,60대,경상북도 칠곡군 동명면 송산리,2667,답,2470360
2023,60대,경상북도 칠곡군 북삼읍 보손리,3067,답,1094240
2011,70대,경상북도 칠곡군 북삼읍 숭오리,3440,답,236360
2012,70대,경상북도 칠곡군 북삼읍 숭오리,103,답,37820
2015,70대,경상북도 칠곡군 북삼읍 숭오리,5451,답,1768680
2021,70대,경상북도 칠곡군 북삼읍 숭오리,2238,전,789020
2023,60대,경상북도 칠곡군 북삼읍 숭오리,2972,답,1255490
2024,70대,경상북도 칠곡군 북삼읍 숭오리,3767,"답,전",2104220
2019,60대,경상북도 칠곡군 북삼읍 어로리,905,전,539110
2021,80대,경상북도 칠곡군 북삼읍 어로리,2310,과수원,1769860
2021,70대,경상북도 칠곡군 북삼읍 어로리,3921,답,2279120
2022,70대,경상북도 칠곡군 북삼읍 어로리,5513,"답,전",2470880
2024,60대,경상북도 칠곡군 북삼읍 어로리,5931,답,3000000
2024,60대,경상북도 칠곡군 북삼읍 어로리,1697,답,510610
2013,60대,경상북도 칠곡군 북삼읍 인평리,4496,"답,전",388440
2020,70대,경상북도 칠곡군 북삼읍 인평리,2155,답,899330
2024,70대,경상북도 칠곡군 북삼읍 인평리,2465,답,2091330
2024,60대,경상북도 칠곡군 북삼읍 인평리,1749,답,1143540
2016,70대,경상북도 칠곡군 석적읍 남율리,2863,전,1282610
2023,60대,경상북도 칠곡군 석적읍 남율리,1718,전,1679560
2024,70대,경상북도 칠곡군 석적읍 남율리,1039,전,1537600
2025,60대,경상북도 칠곡군 석적읍 망정리,803,과수원,1636770
2025,70대,경상북도 칠곡군 석적읍 성곡리,2519,답,1882360
2023,60대,경상북도 칠곡군 석적읍 중리,2017,답,890970
2024,60대,경상북도 칠곡군 석적읍 중리,5039,답,1068580
2020,60대,경상북도 칠곡군 석적읍 포남리,1686,답,218870
2020,60대,경상북도 칠곡군 석적읍 포남리,932,답,120990
2020,60대,경상북도 칠곡군 석적읍 포남리,1269,답,164730
2020,80대,경상북도 칠곡군 석적읍 포남리,1643,답,884710
2020,80대,경상북도 칠곡군 석적읍 포남리,2949,전,1977840
2023,70대,경상북도 칠곡군 석적읍 포남리,3648,답,1992550
2012,70대,경상북도 칠곡군 약목면 관호리,519,답,130530
2022,70대,경상북도 칠곡군 약목면 관호리,1904,답,1886320
2019,70대,경상북도 칠곡군 약목면 남계리,1681,답,692170
2022,80대,경상북도 칠곡군 약목면 남계리,4017,답,2671620
2012,70대,경상북도 칠곡군 약목면 덕산리,2466,전,2752090
2019,70대,경상북도 칠곡군 약목면 덕산리,2918,답,974200
2021,80대,경상북도 칠곡군 약목면 덕산리,4128,전,940080
2019,60대,경상북도 칠곡군 약목면 복성리,4278,답,1506950
2019,70대,경상북도 칠곡군 약목면 복성리,3260,전,2777850
2020,60대,경상북도 칠곡군 약목면 복성리,3263,답,547270
2020,60대,경상북도 칠곡군 약목면 복성리,3693,답,986320
2023,60대,경상북도 칠곡군 약목면 복성리,9115,"답,전",2372330
2024,70대,경상북도 칠곡군 약목면 복성리,3045,답,636330
2025,70대,경상북도 칠곡군 약목면 복성리,2280,전,3000000
2025,60대,경상북도 칠곡군 약목면 복성리,5005,답,2988000
2025,60대,경상북도 칠곡군 약목면 복성리,3822,답,2573070
2016,80대,경상북도 칠곡군 왜관읍 금남리,1081,답,228660
2015,70대,경상북도 칠곡군 왜관읍 낙산리,16784,과수원,2999990
2019,60대,경상북도 칠곡군 왜관읍 낙산리,534,전,104050
2019,60대,경상북도 칠곡군 왜관읍 낙산리,800,과수원,155880
2019,60대,경상북도 칠곡군 왜관읍 낙산리,621,과수원,121000
2019,60대,경상북도 칠곡군 왜관읍 낙산리,1146,전,237550
2019,60대,경상북도 칠곡군 왜관읍 낙산리,1279,과수원,249210
2019,60대,경상북도 칠곡군 왜관읍 낙산리,1474,과수원,287200
2019,60대,경상북도 칠곡군 왜관읍 낙산리,2747,과수원,759910
2016,70대,경상북도 칠곡군 왜관읍 매원리,3275,답,853650
2024,60대,경상북도 칠곡군 왜관읍 매원리,2374,답,1288870
2019,60대,경상북도 칠곡군 왜관읍 삼청리,3412,과수원,1325440
2012,70대,경상북도 칠곡군 왜관읍 석전리,3585,"답,전",393320
2016,70대,경상북도 칠곡군 왜관읍 석전리,1848,답,719530
2022,60대,경상북도 칠곡군 왜관읍 석전리,1977,답,1061300
2022,60대,경상북도 칠곡군 왜관읍 석전리,6418,"답,전",739100
2022,60대,경상북도 칠곡군 왜관읍 석전리,2443,답,635370
2015,70대,경상북도 칠곡군 왜관읍 아곡리,2284,답,714210
2011,60대,경상북도 칠곡군 왜관읍 왜관리,2281,답,330240
2012,70대,경상북도 칠곡군 왜관읍 왜관리,3369,답,1739430
2013,70대,경상북도 칠곡군 왜관읍 왜관리,1903,답,2710520
2016,70대,경상북도 칠곡군 왜관읍 왜관리,2125,답,667630
2016,70대,경상북도 칠곡군 왜관읍 왜관리,2281,답,826760
2018,80대,경상북도 칠곡군 왜관읍 왜관리,998,전,2482510
2019,70대,경상북도 칠곡군 왜관읍 왜관리,2777,전,581930
2019,70대,경상북도 칠곡군 왜관읍 왜관리,1435,답,1023020
2020,70대,경상북도 칠곡군 왜관읍 왜관리,1812,답,402600
2020,70대,경상북도 칠곡군 왜관읍 왜관리,1225,과수원,247450
2020,80대,경상북도 칠곡군 왜관읍 왜관리,4130,답,2139090
2021,60대,경상북도 칠곡군 왜관읍 왜관리,11478,전,1513200
