가입연도,가입당시연령,계약자 소재지(시군구),면적,지목,월지급금(원)
2019,70대,경기도 연천군 미산면 아미리,2248,답,604020
2018,80대,경기도 연천군 미산면 우정리,8162,답,1380160
2019,80대,경기도 연천군 미산면 유촌리,4521,답,937870
2019,80대,경기도 연천군 미산면 유촌리,2682,답,609830
2019,80대,경기도 연천군 미산면 유촌리,2223,답,938260
2019,80대,경기도 연천군 미산면 유촌리,7876,답,818140
2024,60대,경기도 연천군 미산면 유촌리,8003,답,1804120
2014,60대,경기도 연천군 백학면 노곡리,9499,답,885150
2014,80대,경기도 연천군 백학면 노곡리,2801,답,549910
2015,60대,경기도 연천군 백학면 노곡리,15453,답,2497970
2015,70대,경기도 연천군 백학면 노곡리,12017,답,1371360
2016,70대,경기도 연천군 백학면 노곡리,9693,답,1391650
2020,70대,경기도 연천군 백학면 노곡리,7997,답,1733430
2023,70대,경기도 연천군 백학면 노곡리,7641,"답,전",2147130
2023,70대,경기도 연천군 백학면 노곡리,2621,전,669080
2023,60대,경기도 연천군 백학면 노곡리,6409,답,1185580
2016,70대,경기도 연천군 백학면 두일리,3584,답,882120
2017,70대,경기도 연천군 백학면 두일리,3104,전,809270
2024,60대,경기도 연천군 백학면 두일리,5918,답,615020
2024,60대,경기도 연천군 백학면 두일리,6417,답,2188270
2015,70대,경기도 연천군 백학면 두현리,11698,답,1326410
2020,70대,경기도 연천군 백학면 백령리,7233,"답,전",1225650
2020,70대,경기도 연천군 백학면 백령리,4281,답,862710
2020,70대,경기도 연천군 백학면 백령리,2149,전,426630
2017,70대,경기도 연천군 백학면 전동리,3468,전,1011450
2020,80대,경기도 연천군 백학면 전동리,8695,"답,전",1617970
2023,80대,경기도 연천군 백학면 전동리,5680,답,1245830
2024,70대,경기도 연천군 백학면 전동리,9100,"답,전",2005540
2015,70대,경기도 연천군 신서면 대광리,9993,전,1668220
2018,80대,경기도 연천군 신서면 대광리,13577,전,3000000
2019,60대,경기도 연천군 신서면 대광리,4321,답,996250
2019,60대,경기도 연천군 신서면 대광리,2000,전,902130
2021,60대,경기도 연천군 신서면 대광리,962,전,401480
2021,70대,경기도 연천군 신서면 대광리,4213,답,1169520
2022,70대,경기도 연천군 신서면 대광리,4213,답,1170810
2023,60대,경기도 연천군 신서면 대광리,3306,전,1146250
2024,80대,경기도 연천군 신서면 대광리,11428,답,3000000
2025,60대,경기도 연천군 신서면 대광리,9005,답,1606050
2014,60대,경기도 연천군 신서면 도신리,2836,전,428480
2018,70대,경기도 연천군 신서면 도신리,16681,"답,전",1185650
2022,80대,경기도 연천군 신서면 도신리,11370,답,2429600
2025,80대,경기도 연천군 신서면 도신리,10296,"답,전",2351420
2014,70대,경기도 연천군 연천읍 고문리,8466,답,1424270
2015,70대,경기도 연천군 연천읍 고문리,18654,답,2757420
2020,80대,경기도 연천군 연천읍 고문리,3919,답,1368630
2021,80대,경기도 연천군 연천읍 고문리,1551,전,643100
2023,70대,경기도 연천군 연천읍 동막리,5220,전,1622190
2017,70대,경기도 연천군 연천읍 상리,12076,전,1501590
2017,70대,경기도 연천군 연천읍 상리,9379,답,1172060
2018,70대,경기도 연천군 연천읍 상리,5031,전,528590
2018,70대,경기도 연천군 연천읍 상리,3817,답,700180
2024,80대,경기도 연천군 연천읍 옥산리,4724,전,1507880
2011,80대,경기도 연천군 연천읍 와초리,3001,전,1468590
2012,60대,경기도 연천군 연천읍 와초리,13915,"답,전",2476660
2012,60대,경기도 연천군 연천읍 와초리,11917,"답,전",2134920
2013,80대,경기도 연천군 연천읍 와초리,8301,전,1007690
2013,80대,경기도 연천군 연천읍 와초리,6750,전,1242060
2014,70대,경기도 연천군 연천읍 와초리,14109,답,1384210
2025,70대,경기도 연천군 연천읍 와초리,14013,전,395900
2013,80대,경기도 연천군 연천읍 차탄리,3505,답,1827470
2013,70대,경기도 연천군 연천읍 차탄리,3428,답,608340
2014,70대,경기도 연천군 연천읍 차탄리,6271,답,720360
2019,60대,경기도 연천군 연천읍 차탄리,1537,전,1058520
2019,60대,경기도 연천군 연천읍 차탄리,1537,전,1058520
2020,60대,경기도 연천군 연천읍 차탄리,5433,전,634360
2021,80대,경기도 연천군 연천읍 차탄리,12460,전,2610550
2024,60대,경기도 연천군 연천읍 차탄리,11232,답,3000000
2019,70대,경기도 연천군 연천읍 통현리,2122,답,739420
2021,80대,경기도 연천군 연천읍 통현리,3784,답,1194550
2021,80대,경기도 연천군 연천읍 통현리,4232,답,1477780
2023,60대,경기도 연천군 연천읍 통현리,2300,전,2944280
2023,60대,경기도 연천군 연천읍 통현리,5637,답,866230
2015,90대,경기도 연천군 연천읍 현가리,265,전,179830
2016,70대,경기도 연천군 연천읍 현가리,3574,답,1269300
2024,70대,경기도 연천군 연천읍 현가리,1283,답,1237300
2023,60대,경기도 연천군 왕징면 동중리,3949,전,2118430
2025,70대,경기도 연천군 왕징면 동중리,6396,답,943230
2016,70대,경기도 연천군 왕징면 무등리,6096,전,955460
2024,70대,경기도 연천군 왕징면 무등리,6213,답,919060
2021,70대,경기도 연천군 왕징면 북삼리,3742,답,654040
2023,70대,경기도 연천군 왕징면 북삼리,2992,답,599990
2020,60대,경기도 연천군 장남면 원당리,4691,답,746480
2020,60대,경기도 연천군 장남면 원당리,4691,답,662600
2022,70대,경기도 연천군 장남면 원당리,8962,답,1816110
2024,70대,경기도 연천군 장남면 원당리,10015,"답,전",3000000
2024,90대,경기도 연천군 장남면 원당리,5009,전,2460690
2024,60대,경기도 연천군 장남면 원당리,10823,"답,전",2608200
2024,60대,경기도 연천군 장남면 원당리,1095,답,254830
2025,70대,경기도 연천군 장남면 자작리,6500,전,2995970
2013,70대,경기도 연천군 전곡읍,1844,전,638220
2013,70대,경기도 연천군 전곡읍,8034,전,1464920
2013,70대,경기도 연천군 전곡읍,8034,전,2105460
2017,70대,경기도 연천군 전곡읍 간파리,5913,"답,전",2733720
2019,80대,경기도 연천군 전곡읍 간파리,2047,답,1692570
2019,80대,경기도 연천군 전곡읍 간파리,5618,"답,전",3000000
2022,60대,경기도 연천군 전곡읍 간파리,4564,답,753500
2025,70대,경기도 연천군 전곡읍 간파리,3117,전,1434540
2011,70대,경기도 연천군 전곡읍 고능리,8359,전,2399960
2011,80대,경기도 연천군 전곡읍 늘목리,5779,전,1195770
2012,60대,경기도 연천군 전곡읍 늘목리,5103,답,1044370
2012,70대,경기도 연천군 전곡읍 늘목리,2719,전,912130
2014,80대,경기도 연천군 전곡읍 늘목리,15995,"답,전",2939800
2014,80대,경기도 연천군 전곡읍 늘목리,15672,"답,전",2822080
2015,80대,경기도 연천군 전곡읍 늘목리,13080,"답,전",2396930
2019,80대,경기도 연천군 전곡읍 늘목리,3768,답,1113010
2020,70대,경기도 연천군 전곡읍 늘목리,4120,답,1491720
2021,70대,경기도 연천군 전곡읍 늘목리,3563,과수원,559080
2024,70대,경기도 연천군 전곡읍 신답리,15576,"답,전",2866870
2025,80대,경기도 연천군 전곡읍 양원리,4591,"답,전",1029750
2011,70대,경기도 연천군 전곡읍 은대리,7390,답,1664860
2011,60대,경기도 연천군 전곡읍 은대리,5949,답,1366120
2011,60대,경기도 연천군 전곡읍 은대리,4906,전,2998700
2014,60대,경기도 연천군 전곡읍 은대리,9420,답,737830
2014,60대,경기도 연천군 전곡읍 은대리,9420,답,737830
2014,60대,경기도 연천군 전곡읍 은대리,3024,답,714750
2015,60대,경기도 연천군 전곡읍 은대리,9420,답,1154760
2022,60대,경기도 연천군 전곡읍 은대리,1000,전,1354190
2023,70대,경기도 연천군 전곡읍 은대리,2126,답,804220
2024,70대,경기도 연천군 전곡읍 은대리,9299,전,2594640
2025,70대,경기도 연천군 전곡읍 은대리,3514,답,2828480
2016,80대,경기도 연천군 전곡읍 전곡리,6057,전,2670910
2018,60대,경기도 연천군 전곡읍 전곡리,2669,전,2699640
2018,70대,경기도 연천군 전곡읍 전곡리,4271,전,598910
2019,70대,경기도 연천군 전곡읍 전곡리,10312,답,814420
2019,70대,경기도 연천군 전곡읍 전곡리,3031,답,333010
2020,70대,경기도 연천군 전곡읍 전곡리,3415,답,366910
2020,60대,경기도 연천군 전곡읍 전곡리,4803,답,1122010
2022,70대,경기도 연천군 전곡읍 전곡리,6057,전,1805180
2023,70대,경기도 연천군 전곡읍 전곡리,3746,전,2006570
2024,60대,경기도 연천군 전곡읍 전곡리,988,전,844950
2024,70대,경기도 연천군 전곡읍 전곡리,8821,"답,전",1611410
2025,70대,경기도 연천군 전곡읍 전곡리,4031,답,3000000
2017,70대,경기도 연천군 청산면 궁평리,6096,전,764490
2024,70대,경기도 연천군 청산면 궁평리,6245,전,1997660
2014,80대,경기도 연천군 청산면 대전리,7673,답,2125850
2015,80대,경기도 연천군 청산면 대전리,9498,전,2999950
2019,80대,경기도 연천군 청산면 백의리,7197,"답,전",912530
2020,60대,경기도 연천군 청산면 백의리,3657,답,1545250
2022,60대,경기도 연천군 청산면 백의리,1942,전,255820
2019,80대,경기도 연천군 청산면 장탄리,4969,전,932610
2017,80대,경기도 연천군 청산면 초성리,7620,전,2870690
2020,60대,경기도 오산시 가수동,2704,답,2441080
2022,70대,경기도 오산시 가수동,3782,답,1141270
2022,70대,경기도 오산시 가수동,4374,답,1319910
2022,60대,경기도 오산시 가수동,3033,답,2116330
2017,70대,경기도 오산시 가장동,2073,답,3000000
2016,60대,경기도 오산시 갈곶동,4707,답,3000000
2017,80대,경기도 오산시 갈곶동,4592,답,923280
2022,60대,경기도 오산시 갈곶동,802,답,1819350
2024,70대,경기도 오산시 갈곶동,3877,답,3000000
2021,70대,경기도 오산시 궐동,2683,답,2436740
2012,70대,경기도 오산시 금암동,1190,답,417860
2018,80대,경기도 오산시 내삼미동,372,전,611690
2018,80대,경기도 오산시 내삼미동,671,답,1071280
2019,70대,경기도 오산시 내삼미동,1371,답,187820
2016,70대,경기도 오산시 누읍동,1864,답,867820
2022,70대,경기도 오산시 누읍동,1261,답,2865200
2022,70대,경기도 오산시 누읍동,790,답,1231570
2018,80대,경기도 오산시 두곡동,2515,답,3000000
2019,80대,경기도 오산시 두곡동,1420,답,2725010
2020,80대,경기도 오산시 두곡동,2515,답,3000000
2023,90대,경기도 오산시 두곡동,3566,답,2100290
2018,70대,경기도 오산시 부산동,2210,답,3000000
2021,70대,경기도 오산시 부산동,1818,전,835490
2019,70대,경기도 오산시 서동,979,답,1377070
2019,70대,경기도 오산시 서동,979,답,1408840
2022,60대,경기도 오산시 서동,5424,답,974810
2012,70대,경기도 오산시 서동,2944,전,2262120
2013,60대,경기도 오산시 서동,1040,전,1566930
2014,60대,경기도 오산시 세교동,7286,답,2986270
2014,70대,경기도 오산시 세교동,3078,답,826990
2016,70대,경기도 오산시 세교동,3004,답,250650
2018,60대,경기도 오산시 세교동,2248,과수원,435120
2011,60대,경기도 오산시 세교동,4000,전,1500030
2023,60대,경기도 오산시 수청동,8318,답,1858690
2023,60대,경기도 오산시 수청동,2616,답,171510
2014,60대,경기도 오산시 양산동,4070,답,1484400
2018,60대,경기도 오산시 양산동,4519,"답,전",928120
2018,60대,경기도 오산시 양산동,2683,답,314300
2018,60대,경기도 오산시 양산동,3955,답,497970
2018,60대,경기도 오산시 양산동,1444,답,155290
2018,70대,경기도 오산시 양산동,3151,답,2129660
2018,70대,경기도 오산시 양산동,2585,전,1683100
2018,70대,경기도 오산시 양산동,816,답,551820
2020,70대,경기도 오산시 양산동,1824,"답,전",2194010
2011,70대,경기도 오산시 양산동,992,답,1371350
2014,70대,경기도 오산시 양산동,1488,답,2453930
2014,70대,경기도 오산시 오산동,879,답,1985230
2016,80대,경기도 오산시 오산동,6721,답,3000000
2016,60대,경기도 오산시 오산동,4000,답,2282880
2019,60대,경기도 오산시 오산동,2298,답,1967810
2019,80대,경기도 오산시 오산동,932,전,2146600
2020,70대,경기도 오산시 오산동,691,전,2654000
2024,80대,경기도 오산시 오산동,4022,답,3000000
2024,70대,경기도 오산시 오산동,2553,답,764920
2016,80대,경기도 오산시 원동,1618,전,2658340
2016,70대,경기도 오산시 원동,1745,전,2256880
2017,80대,경기도 오산시 원동,1412,전,999720
2019,60대,경기도 오산시 원동,5064,답,3000000
2019,70대,경기도 오산시 원동,654,전,534130
2019,70대,경기도 오산시 원동,266,전,217240
2020,70대,경기도 오산시 원동,7754,답,3000000
2017,70대,경기도 오산시 은계동,4410,전,3000000
2023,60대,경기도 오산시 은계동,2837,답,1277680
2025,70대,경기도 오산시 은계동,2942,답,1151450
2016,80대,경기도 오산시 지곶동,2816,답,3000000
2019,70대,경기도 오산시 지곶동,423,전,1423500
2017,70대,경기도 오산시 청호동,1987,답,817970
2020,80대,경기도 오산시 청호동,3477,답,903330
2024,60대,경기도 오산시 탑동,4000,답,1889970
2020,60대,경기도 용인시 기흥구 고매동,1818,전,2889370
2022,70대,경기도 용인시 기흥구 고매동,1087,답,1973320
2025,70대,경기도 용인시 기흥구 고매동,1200,전,2372910
2015,70대,경기도 용인시 기흥구 공세동,10204,답,3000000
2021,70대,경기도 용인시 기흥구 공세동,3104,전,2977300
2023,60대,경기도 용인시 기흥구 공세동,1270,전,2008180
2022,60대,경기도 용인시 기흥구 구갈동,1100,전,1716910
2022,70대,경기도 용인시 기흥구 구갈동,1980,답,1797870
2023,70대,경기도 용인시 기흥구 구갈동,700,전,1396230
2024,70대,경기도 용인시 기흥구 구갈동,300,전,637840
2011,60대,경기도 용인시 기흥구 동백동,1847,전,3000000
2016,70대,경기도 용인시 기흥구 동백동,1847,전,3000000
2016,60대,경기도 용인시 기흥구 동백동,348,전,135410
2016,70대,경기도 용인시 기흥구 동백동,3581,"답,전",1661840
2017,70대,경기도 용인시 기흥구 동백동,3581,"답,전",1705350
2017,70대,경기도 용인시 기흥구 동백동,348,전,137750
2017,60대,경기도 용인시 기흥구 동백동,2648,답,3000000
2019,60대,경기도 용인시 기흥구 동백동,3425,답,1013530
2019,60대,경기도 용인시 기흥구 동백동,1874,답,504140
2023,70대,경기도 용인시 기흥구 동백동,5184,답,2535870
2024,60대,경기도 용인시 기흥구 동백동,4493,"과수원,답,전",3000000
2016,70대,경기도 용인시 기흥구 마북동,3940,답,763050
2023,60대,경기도 용인시 기흥구 마북동,1421,전,1137270
2023,60대,경기도 용인시 기흥구 마북동,3419,답,658760
2023,60대,경기도 용인시 기흥구 마북동,3470,답,970340
2011,70대,경기도 용인시 기흥구 보라동,1262,답,3033470
2016,70대,경기도 용인시 기흥구 보라동,4824,전,1464680
2022,70대,경기도 용인시 기흥구 보라동,3386,전,3000000
2013,70대,경기도 용인시 기흥구 보정동,4813,답,2997570
2014,60대,경기도 용인시 기흥구 보정동,1674,답,2611930
2014,60대,경기도 용인시 기흥구 보정동,1031,답,1067380
2015,60대,경기도 용인시 기흥구 보정동,1031,답,1092930
2015,70대,경기도 용인시 기흥구 보정동,12445,답,3000000
2015,70대,경기도 용인시 기흥구 보정동,12445,답,3000000
2016,70대,경기도 용인시 기흥구 보정동,3250,답,1014990
2016,70대,경기도 용인시 기흥구 보정동,3250,답,1482600
2016,70대,경기도 용인시 기흥구 보정동,1709,답,599000
2018,70대,경기도 용인시 기흥구 보정동,1674,전,2545710
2018,70대,경기도 용인시 기흥구 보정동,7223,답,2247960
2018,70대,경기도 용인시 기흥구 보정동,2965,답,752030
2018,70대,경기도 용인시 기흥구 보정동,3550,답,589630
2019,60대,경기도 용인시 기흥구 보정동,1091,전,574330
2019,60대,경기도 용인시 기흥구 보정동,2255,답,643960
2019,60대,경기도 용인시 기흥구 보정동,891,전,1572720
2022,70대,경기도 용인시 기흥구 보정동,1031,답,2474130
2018,70대,경기도 용인시 기흥구 상갈동,1519,답,246010
2018,70대,경기도 용인시 기흥구 상갈동,676,답,109480
2018,70대,경기도 용인시 기흥구 상갈동,2185,답,353880
2024,60대,경기도 용인시 기흥구 상갈동,2149,전,1126370
2015,70대,경기도 용인시 기흥구 상하동,2357,답,2999990
2018,70대,경기도 용인시 기흥구 상하동,2440,답,2444590
2019,70대,경기도 용인시 기흥구 상하동,2010,전,1496690
2024,70대,경기도 용인시 기흥구 상하동,1643,전,3000000
2025,60대,경기도 용인시 기흥구 상하동,3785,답,1172440
2019,70대,경기도 용인시 기흥구 서천동,2869,전,2114790
2021,70대,경기도 용인시 기흥구 서천동,3177,답,3000000
2023,60대,경기도 용인시 기흥구 서천동,14256,답,2024540
2015,70대,경기도 용인시 기흥구 신갈동,3639,전,1709640
2016,70대,경기도 용인시 기흥구 신갈동,5911,답,492490
2020,70대,경기도 용인시 기흥구 신갈동,1279,전,3000000
2015,70대,경기도 용인시 기흥구 언남동,3181,답,289740
2018,70대,경기도 용인시 기흥구 언남동,3299,전,2720100
2019,60대,경기도 용인시 기흥구 언남동,2114,답,2933490
2019,80대,경기도 용인시 기흥구 언남동,1322,답,882140
2021,60대,경기도 용인시 기흥구 언남동,1410,답,2428080
2021,60대,경기도 용인시 기흥구 언남동,4061,전,2134110
2022,70대,경기도 용인시 기흥구 언남동,1018,답,1690460
2022,70대,경기도 용인시 기흥구 언남동,2598,답,2431670
2023,60대,경기도 용인시 기흥구 언남동,1173,답,1411950
2023,60대,경기도 용인시 기흥구 언남동,8184,답,1902260
2014,60대,경기도 용인시 기흥구 영덕동,7176,답,2346470
2014,80대,경기도 용인시 기흥구 영덕동,10321,답,1573970
2016,70대,경기도 용인시 기흥구 영덕동,234,답,566180
2021,70대,경기도 용인시 기흥구 영덕동,1818,전,493830
2022,70대,경기도 용인시 기흥구 영덕동,4713,전,2206100
2024,60대,경기도 용인시 기흥구 영덕동,5329,답,3000000
2011,70대,경기도 용인시 기흥구 중동,5927,전,378410
2011,60대,경기도 용인시 기흥구 중동,1000,전,1042580
2020,70대,경기도 용인시 기흥구 중동,2438,답,3000000
2022,60대,경기도 용인시 기흥구 중동,702,전,500180
2024,70대,경기도 용인시 기흥구 중동,2509,전,3000000
2013,70대,경기도 용인시 기흥구 지곡동,1470,답,2646030
2021,70대,경기도 용인시 기흥구 지곡동,2552,답,3000000
2014,60대,경기도 용인시 기흥구 청덕동,1722,전,3000000
2015,60대,경기도 용인시 기흥구 청덕동,1970,답,3000000
2015,60대,경기도 용인시 기흥구 청덕동,1160,답,2050770
2015,70대,경기도 용인시 기흥구 청덕동,1094,전,2496210
2014,70대,경기도 용인시 기흥구 하갈동,1858,답,580340
2011,70대,경기도 용인시 수지구 고기동,6368,"답,전",3081230
2018,70대,경기도 용인시 수지구 고기동,2501,답,1398820
2018,80대,경기도 용인시 수지구 고기동,1872,답,2167210
2011,60대,경기도 용인시 수지구 동천동,4630,답,917870
2016,60대,경기도 용인시 수지구 동천동,4588,답,1647630
2017,70대,경기도 용인시 수지구 동천동,4416,답,447360
2017,60대,경기도 용인시 수지구 동천동,1884,답,699530
2018,70대,경기도 용인시 수지구 동천동,4630,답,1959890
2019,60대,경기도 용인시 수지구 동천동,2704,답,1509740
2020,60대,경기도 용인시 수지구 동천동,1614,답,1327590
2020,60대,경기도 용인시 수지구 동천동,1983,답,856230
2022,60대,경기도 용인시 수지구 동천동,2033,답,1626250
2022,60대,경기도 용인시 수지구 동천동,1957,전,2308810
2023,70대,경기도 용인시 수지구 동천동,1752,답,2118480
2023,60대,경기도 용인시 수지구 동천동,1753,답,2118480
2015,80대,경기도 용인시 수지구 상현동,6076,답,1589190
2016,80대,경기도 용인시 수지구 상현동,1084,답,3000000
2016,80대,경기도 용인시 수지구 상현동,1084,답,3000000
2017,70대,경기도 용인시 수지구 상현동,11772,전,3000000
2018,70대,경기도 용인시 수지구 상현동,1098,전,898380
2020,70대,경기도 용인시 수지구 상현동,2162,답,1695750
2021,60대,경기도 용인시 수지구 상현동,1707,전,2472300
2022,80대,경기도 용인시 수지구 상현동,1120,답,1043320
2022,70대,경기도 용인시 수지구 상현동,3047,답,3000000
2024,60대,경기도 용인시 수지구 상현동,101,답,1866630
2018,60대,경기도 용인시 수지구 성복동,1001,전,763800
2019,80대,경기도 용인시 수지구 성복동,4658,답,699490
2020,60대,경기도 용인시 수지구 성복동,1581,전,1499790
2020,60대,경기도 용인시 수지구 성복동,1581,전,1499790
2020,60대,경기도 용인시 수지구 성복동,1581,전,1499790
2020,60대,경기도 용인시 수지구 성복동,818,전,1077250
2020,60대,경기도 용인시 수지구 성복동,818,전,758690
2021,70대,경기도 용인시 수지구 성복동,2414,전,2940170
2023,70대,경기도 용인시 수지구 성복동,2840,전,3000000
2023,70대,경기도 용인시 수지구 성복동,4740,답,1007720
2024,60대,경기도 용인시 수지구 성복동,9860,답,2785580
2013,70대,경기도 용인시 수지구 신봉동,2172,전,2077170
2022,60대,경기도 용인시 수지구 신봉동,536,전,1055770
2023,80대,경기도 용인시 수지구 신봉동,799,전,3000000
2023,80대,경기도 용인시 수지구 신봉동,10327,"과수원,답,전",2234600
2024,60대,경기도 용인시 수지구 신봉동,5786,"답,전",2666970
2011,70대,경기도 용인시 수지구 죽전동,6403,전,1039650
2012,70대,경기도 용인시 수지구 죽전동,2863,전,1446550
2014,60대,경기도 용인시 수지구 죽전동,819,전,2570410
2015,60대,경기도 용인시 수지구 죽전동,1142,답,1099940
2016,70대,경기도 용인시 수지구 죽전동,11361,답,2627730
2016,70대,경기도 용인시 수지구 죽전동,4423,"과수원,전",557310
2016,70대,경기도 용인시 수지구 죽전동,1564,답,764410
2018,60대,경기도 용인시 수지구 죽전동,1142,답,1033310
2020,70대,경기도 용인시 수지구 죽전동,2813,전,2247470
2021,70대,경기도 용인시 수지구 죽전동,2040,전,2384610
2021,70대,경기도 용인시 수지구 죽전동,580,전,752530
2022,60대,경기도 용인시 수지구 죽전동,1408,답,260730
2022,60대,경기도 용인시 수지구 죽전동,959,전,1574870
2023,60대,경기도 용인시 수지구 죽전동,959,전,1821620
2012,70대,경기도 용인시 수지구 풍덕천동,3041,전,2719950
2019,60대,경기도 용인시 수지구 풍덕천동,5435,전,2112860
2019,60대,경기도 용인시 수지구 풍덕천동,532,전,1328420
2021,80대,경기도 용인시 수지구 풍덕천동,3506,답,2142650
2022,60대,경기도 용인시 수지구 풍덕천동,4245,전,2117590
2025,60대,경기도 용인시 수지구 풍덕천동,2655,전,3000000
2012,70대,경기도 용인시 처인구 고림동,2516,답,2502100
2018,70대,경기도 용인시 처인구 고림동,3944,답,3000000
2018,70대,경기도 용인시 처인구 고림동,2039,답,1445330
2021,70대,경기도 용인시 처인구 고림동,4641,"답,전",2642070
2023,80대,경기도 용인시 처인구 고림동,1990,답,2659070
2011,60대,경기도 용인시 처인구 김량장동,1137,전,2232590
2013,70대,경기도 용인시 처인구 김량장동,5835,답,3000000
2014,70대,경기도 용인시 처인구 김량장동,547,답,767410
2018,70대,경기도 용인시 처인구 김량장동,144,전,453310
2022,60대,경기도 용인시 처인구 김량장동,9592,전,1758380
2025,60대,경기도 용인시 처인구 김량장동,2488,답,3000000
2011,70대,경기도 용인시 처인구 남동,4072,답,3004410
2012,60대,경기도 용인시 처인구 남동,1312,전,2574560
2013,70대,경기도 용인시 처인구 남동,1467,전,1869560
2015,70대,경기도 용인시 처인구 남동,2476,답,2999990
2022,70대,경기도 용인시 처인구 남동,2476,답,3000000
2013,70대,경기도 용인시 처인구 남사면,3745,답,1509990
2018,70대,경기도 용인시 처인구 남사면 방아로 7-25,2225,답,1202750
2015,70대,경기도 용인시 처인구 남사면 방아로133번길 18-1,4291,답,1551130
2015,60대,경기도 용인시 처인구 남사면 방아로165번길 6,4404,답,1474910
2020,70대,경기도 용인시 처인구 남사면 산정로 19,5691,답,1717610
2020,70대,경기도 용인시 처인구 남사면 산정로 19,2432,답,769210
2014,70대,경기도 용인시 처인구 남사면 아곡로 42,4905,답,3000000
2015,70대,경기도 용인시 처인구 남사면 아곡로42번길 13,7510,답,2641140
2015,70대,경기도 용인시 처인구 남사면 완장천로394번길 17,2300,답,1175550
2018,70대,경기도 용인시 처인구 남사면 원암로39번길 37 (장미빌라),4747,답,935750
2018,70대,경기도 용인시 처인구 남사면 원암로39번길 37 (장미빌라),2750,답,542090
2016,70대,경기도 용인시 처인구 남사면 원암로410번길 8,2538,"답,전",620000
2019,70대,경기도 용인시 처인구 남사면 원암로410번길 8,2392,"답,전",695150
2016,70대,경기도 용인시 처인구 남사면 월곡로19번길 8,3481,답,2059670
2017,60대,경기도 용인시 처인구 남사면 처인성로 217-1 (한남하이츠빌라),5068,답,1490130
2015,60대,경기도 용인시 처인구 남사면 천덕산로421번길 22,6347,답,2188910
2014,70대,경기도 용인시 처인구 남사면 천덕산로437번길 1-1,5696,답,1591140
2019,70대,경기도 용인시 처인구 남사면 천덕산로74번길 31,1938,답,529450
2019,70대,경기도 용인시 처인구 남사면 천덕산로74번길 31,759,답,207350
2020,70대,경기도 용인시 처인구 남사면 화곡로67번길 25,2264,전,272140
2024,80대,경기도 용인시 처인구 남사읍 방아리,2392,"답,전",2095080
2024,70대,경기도 용인시 처인구 남사읍 봉무리,2935,답,2968890
2024,80대,경기도 용인시 처인구 남사읍 아곡리,5235,전,3000000
2025,60대,경기도 용인시 처인구 남사읍 완장리,6962,전,3000000
2014,70대,경기도 용인시 처인구 마평동,1661,답,257480
2014,70대,경기도 용인시 처인구 마평동,1661,답,257480
2023,80대,경기도 용인시 처인구 마평동,3117,답,2884350
2025,60대,경기도 용인시 처인구 마평동,3124,답,3000000
2017,70대,경기도 용인시 처인구 모현면 곡현로600번길 13,7081,답,1270570
2014,70대,경기도 용인시 처인구 모현면 초하로68번길 15,10308,"답,전",1821820
2022,60대,경기도 용인시 처인구 모현읍 왕산리,4681,전,1032750
2023,70대,경기도 용인시 처인구 모현읍 일산리,2205,답,1986360
2013,80대,경기도 용인시 처인구 백암면,9037,답,1461750
2017,70대,경기도 용인시 처인구 백암면 가좌리,1567,답,952960
2022,60대,경기도 용인시 처인구 백암면 가좌리,5745,답,1061670
2018,70대,경기도 용인시 처인구 백암면 가창리,2040,답,732090
2022,60대,경기도 용인시 처인구 백암면 가창리,5087,전,782930
2012,70대,경기도 용인시 처인구 백암면 고안리,10930,답,2538090
2021,80대,경기도 용인시 처인구 백암면 고안리,2328,답,1266720
2022,80대,경기도 용인시 처인구 백암면 고안리,3994,답,2976370
2022,60대,경기도 용인시 처인구 백암면 고안리,8632,답,2450880
2025,70대,경기도 용인시 처인구 백암면 고안리,6218,답,2727040
2011,60대,경기도 용인시 처인구 백암면 근곡리,3223,"답,전",933580
2015,70대,경기도 용인시 처인구 백암면 근곡리,1557,답,445130
2015,70대,경기도 용인시 처인구 백암면 근곡리,541,답,152470
2015,70대,경기도 용인시 처인구 백암면 근곡리,5328,답,1936970
2025,80대,경기도 용인시 처인구 백암면 근곡리,9318,답,3000000
2015,80대,경기도 용인시 처인구 백암면 근삼리,2285,전,798040
2017,80대,경기도 용인시 처인구 백암면 근삼리,3039,답,1230620
2017,80대,경기도 용인시 처인구 백암면 근삼리,1418,전,803570
2018,70대,경기도 용인시 처인구 백암면 근창리,2450,답,1421950
2021,70대,경기도 용인시 처인구 백암면 박곡리,3965,"답,전",1338710
2018,80대,경기도 용인시 처인구 백암면 백봉리,5077,답,1143490
2019,80대,경기도 용인시 처인구 백암면 백봉리,4403,답,3000000
2011,70대,경기도 용인시 처인구 백암면 백암리,2864,"답,전",947120
2016,70대,경기도 용인시 처인구 백암면 백암리,2222,전,687280
2016,70대,경기도 용인시 처인구 백암면 옥산리,8268,"답,전",1487480
2024,60대,경기도 용인시 처인구 백암면 옥산리,2549,전,1513540
2017,70대,경기도 용인시 처인구 백암면 용천리,2694,전,1091460
2019,80대,경기도 용인시 처인구 백암면 용천리,5066,답,1283710
2023,70대,경기도 용인시 처인구 백암면 용천리,3441,답,1769270
2018,70대,경기도 용인시 처인구 삼가동,2978,전,1709630
2019,80대,경기도 용인시 처인구 삼가동,3022,답,414480
