고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,기준연도,기준월,공시지가,공시일자,표준지여부,데이터기준일자,원천시도시군구코드
4680031029105050009,4680031029,전라남도 장흥군 용산면 인암리,1,일반,505-9,2026,1,11200,2026-04-30,N,2026-05-21,46800
4684032037113160000,4684032037,전라남도 무안군 몽탄면 사창리,1,일반,1316,2026,1,16500,2026-04-30,N,2026-05-21,46840
4682036022101360004,4682036022,전라남도 해남군 북일면 금당리,1,일반,136-4,2026,1,5610,2026-04-30,N,2026-05-21,46820
4687031026108700001,4687031026,전라남도 영광군 대마면 홍교리,1,일반,870-1,2026,1,9010,2026-04-30,N,2026-05-21,46870
4671025035112200000,4671025035,전라남도 담양군 담양읍 삼만리,1,일반,1220,2026,1,36700,2026-04-30,N,2026-05-21,46710
4691040030105460000,4691040030,전라남도 신안군 안좌면 남강리,1,일반,546,2026,1,4670,2026-04-30,N,2026-05-21,46910
4.6770440241009e+18,4677044024,전라남도 고흥군 영남면 우천리,1,일반,90-1,2026,1,14800,2026-04-30,N,2026-05-21,46770
4678036021103630000,4678036021,전라남도 보성군 문덕면 운곡리,1,일반,363,2026,1,10200,2026-04-30,N,2026-05-21,46780
4688039021107290033,4688039021,전라남도 장성군 북이면 사거리,1,일반,729-33,2026,1,2970,2026-04-30,N,2026-05-21,46880
4613034023109430000,4613034023,전라남도 여수시 남면 두모리,1,일반,943,2026,1,24800,2026-04-30,N,2026-05-21,46130
4691025024106060051,4691025024,전라남도 신안군 지도읍 감정리,1,일반,606-51,2026,1,15400,2026-04-30,N,2026-05-21,46910
4684037022106090000,4684037022,전라남도 무안군 운남면 동암리,1,일반,609,2026,1,17700,2026-04-30,N,2026-05-21,46840
4690031028116710004,4690031028,전라남도 진도군 군내면 분토리,1,일반,1671-4,2026,1,5900,2026-04-30,N,2026-05-21,46900
4686025024106110001,4686025024,전라남도 함평군 함평읍 수호리,1,일반,611-1,2026,1,13400,2026-04-30,N,2026-05-21,46860
4682031028108350006,4682031028,전라남도 해남군 삼산면 평활리,1,일반,835-6,2026,1,3000,2026-04-30,N,2026-05-21,46820
4678037032124710002,4678037032,전라남도 보성군 조성면 용전리,1,일반,2471-2,2026,1,11000,2026-04-30,N,2026-05-21,46780
4684025023107980010,4684025023,전라남도 무안군 무안읍 성남리,1,일반,798-10,2026,1,32300,2026-04-30,N,2026-05-21,46840
4689025623103260002,4689025623,전라남도 완도군 노화읍 등산리,1,일반,326-2,2026,1,1250,2026-04-30,N,2026-05-21,46890
4.67203102710398e+18,4672031027,전라남도 곡성군 오곡면 명산리,1,일반,398-2,2026,1,1790,2026-04-30,N,2026-05-21,46720
4617032022100750001,4617032022,전라남도 나주시 왕곡면 본양리,1,일반,75-1,2026,1,20600,2026-04-30,N,2026-05-21,46170
4687025025100050005,4687025025,전라남도 영광군 영광읍 교촌리,1,일반,5-5,2026,1,5520,2026-04-30,N,2026-05-21,46870
4679031021105160019,4679031021,전라남도 화순군 한천면 모산리,1,일반,516-19,2026,1,4810,2026-04-30,N,2026-05-21,46790
4691040030102160001,4691040030,전라남도 신안군 안좌면 남강리,1,일반,216-1,2026,1,5780,2026-04-30,N,2026-05-21,46910
4681031021103140014,4681031021,전라남도 강진군 군동면 파산리,1,일반,314-14,2026,1,3960,2026-04-30,N,2026-05-21,46810
4671025028105530008,4671025028,전라남도 담양군 담양읍 만성리,1,일반,553-8,2026,1,8280,2026-04-30,N,2026-05-21,46710
4678025021102750007,4678025021,전라남도 보성군 보성읍 보성리,1,일반,275-7,2026,1,37300,2026-04-30,N,2026-05-21,46780
4623035026100210010,4623035026,전라남도 광양시 진월면 오사리,1,일반,21-10,2026,1,8910,2026-04-30,N,2026-05-21,46230
4613034027104090000,4613034027,전라남도 여수시 남면 두라리,1,일반,409,2026,1,1970,2026-04-30,N,2026-05-21,46130
4678025342109670000,4678025342,전라남도 보성군 벌교읍 옥전리,1,일반,967,2026,1,3960,2026-04-30,N,2026-05-21,46780
4680025624101410003,4680025624,전라남도 장흥군 대덕읍 도청리,1,일반,141-3,2026,1,3920,2026-04-30,N,2026-05-21,46800
4689032022101330007,4689032022,전라남도 완도군 신지면 대곡리,1,일반,133-7,2026,1,3330,2026-04-30,N,2026-05-21,46890
4.677033022106e+18,4677033022,전라남도 고흥군 금산면 어전리,1,일반,600-3,2026,1,9470,2026-04-30,N,2026-05-21,46770
4680025331103900001,4680025331,전라남도 장흥군 관산읍 신동리,1,일반,390-1,2026,1,6980,2026-04-30,N,2026-05-21,46800
4623025035107510003,4623025035,전라남도 광양시 광양읍 덕례리,1,일반,751-3,2026,1,155800,2026-04-30,N,2026-05-21,46230
4671039021101110007,4671039021,전라남도 담양군 월산면 월산리,1,일반,111-7,2026,1,15200,2026-04-30,N,2026-05-21,46710
4686031028108750004,4686031028,전라남도 함평군 손불면 죽암리,1,일반,875-4,2026,1,2720,2026-04-30,N,2026-05-21,46860
4673035024106110005,4673035024,전라남도 구례군 광의면 지천리,1,일반,611-5,2026,1,6990,2026-04-30,N,2026-05-21,46730
4686035032101920003,4686035032,전라남도 함평군 대동면 연암리,1,일반,192-3,2026,1,1710,2026-04-30,N,2026-05-21,46860
4681037027106590001,4681037027,전라남도 강진군 작천면 야흥리,1,일반,659-1,2026,1,10000,2026-04-30,N,2026-05-21,46810
4613011500108140009,4613011500,전라남도 여수시 봉산동,1,일반,814-9,2026,1,247200,2026-04-30,N,2026-05-21,46130
4682025024100850007,4682025024,전라남도 해남군 해남읍 고도리,1,일반,85-7,2026,1,605700,2026-04-30,N,2026-05-21,46820
4623032026107840000,4623032026,전라남도 광양시 옥룡면 용곡리,1,일반,784,2026,1,21700,2026-04-30,N,2026-05-21,46230
4682038026104920001,4682038026,전라남도 해남군 계곡면 선진리,1,일반,492-1,2026,1,6250,2026-04-30,N,2026-05-21,46820
4613012700109260005,4613012700,전라남도 여수시 경호동,1,일반,926-5,2026,1,9270,2026-04-30,N,2026-05-21,46130
4682039021110240005,4682039021,전라남도 해남군 마산면 화내리,1,일반,1024-5,2026,1,2610,2026-04-30,N,2026-05-21,46820
4687025336107120011,4687025336,전라남도 영광군 백수읍 하사리,1,일반,712-11,2026,1,9130,2026-04-30,N,2026-05-21,46870
4691025329108050002,4691025329,전라남도 신안군 압해읍 송공리,1,일반,805-2,2026,1,34300,2026-04-30,N,2026-05-21,46910
4689035028101180000,4689035028,전라남도 완도군 청산면 동촌리,1,일반,118,2026,1,1740,2026-04-30,N,2026-05-21,46890
4.677045022102289e+18,4677045022,전라남도 고흥군 동일면 백양리,1,일반,229-4,2026,1,1850,2026-04-30,N,2026-05-21,46770
4684032028101340000,4684032028,전라남도 무안군 몽탄면 약곡리,1,일반,134,2026,1,14000,2026-04-30,N,2026-05-21,46840
4.672037027104751e+18,4672037027,전라남도 곡성군 옥과면 주산리,1,일반,475-3,2026,1,3390,2026-04-30,N,2026-05-21,46720
4679037034103580003,4679037034,전라남도 화순군 도암면 왕정리,1,일반,358-3,2026,1,4620,2026-04-30,N,2026-05-21,46790
4617036025108780006,4617036025,전라남도 나주시 다시면 복암리,1,일반,878-6,2026,1,13000,2026-04-30,N,2026-05-21,46170
4682040023100790059,4682040023,전라남도 해남군 황산면 연호리,1,일반,79-59,2026,1,2380,2026-04-30,N,2026-05-21,46820
4623010900103030097,4623010900,전라남도 광양시 태인동,1,일반,303-97,2026,1,67000,2026-04-30,N,2026-05-21,46230
4615031025111170016,4615031025,전라남도 순천시 해룡면 남가리,1,일반,1117-16,2026,1,110600,2026-04-30,N,2026-05-21,46150
4615037022111470001,4615037022,전라남도 순천시 외서면 쌍율리,1,일반,1147-1,2026,1,10700,2026-04-30,N,2026-05-21,46150
4623035026100390001,4623035026,전라남도 광양시 진월면 오사리,1,일반,39-1,2026,1,25100,2026-04-30,N,2026-05-21,46230
4682031028109050000,4682031028,전라남도 해남군 삼산면 평활리,1,일반,905,2026,1,11200,2026-04-30,N,2026-05-21,46820
4671038028104580001,4671038028,전라남도 담양군 용면 용치리,1,일반,458-1,2026,1,28200,2026-04-30,N,2026-05-21,46710
4680025626106200001,4680025626,전라남도 장흥군 대덕읍 신리,1,일반,620-1,2026,1,2990,2026-04-30,N,2026-05-21,46800
4681025029110610020,4681025029,전라남도 강진군 강진읍 영파리,1,일반,1061-20,2026,1,4810,2026-04-30,N,2026-05-21,46810
4691036024104400000,4691036024,전라남도 신안군 흑산면 사리,1,일반,440,2026,1,3680,2026-04-30,N,2026-05-21,46910
4678025324103120003,4678025324,전라남도 보성군 벌교읍 고읍리,1,일반,312-3,2026,1,10600,2026-04-30,N,2026-05-21,46780
4.67703202210957e+18,4677032022,전라남도 고흥군 도덕면 신양리,1,일반,957-5,2026,1,48900,2026-04-30,N,2026-05-21,46770
4615039026100890001,4615039026,전라남도 순천시 별량면 쌍림리,1,일반,89-1,2026,1,8250,2026-04-30,N,2026-05-21,46150
4615039022101440002,4615039022,전라남도 순천시 별량면 운천리,1,일반,144-2,2026,1,18600,2026-04-30,N,2026-05-21,46150
4623025025104410003,4623025025,전라남도 광양시 광양읍 목성리,1,일반,441-3,2026,1,323000,2026-04-30,N,2026-05-21,46230
4.67704102610424e+18,4677041026,전라남도 고흥군 대서면 송강리,1,일반,424,2026,1,6400,2026-04-30,N,2026-05-21,46770
4690025030108880000,4690025030,전라남도 진도군 진도읍 해창리,1,일반,888,2026,1,4580,2026-04-30,N,2026-05-21,46900
4678040026108100001,4678040026,전라남도 보성군 웅치면 유산리,1,일반,810-1,2026,1,10200,2026-04-30,N,2026-05-21,46780
